"","Assay_Type_s","AssemblyName_s","BioSample_s","Experiment_s","InsertSize_l","LibraryLayout_s","MBases_l","Run_s","SRA_Sample_s","Sample_Name_s","body_site_s","gap_sample_id_s","gap_subject_id_s"
"7403","RNA-Seq","GRCh37","SAMN02793788","SRX607787",150,"PAIRED",6310,"SRR1420891","SRS639540","GTEX-132Q8-2926-SM-5IFFP","Brain - Cerebellum",1269155,985026
"7404","RNA-Seq","GRCh37","SAMN02788456","SRX607799",150,"PAIRED",13552,"SRR1420912","SRS639541","GTEX-ZE7O-2426-SM-57WD7","Vagina",1272900,985212
"7405","RNA-Seq","GRCh37","SAMN02791751","SRX607813",150,"PAIRED",7922,"SRR1420936","SRS639542","GTEX-ZT9W-2026-SM-51MRA","Breast - Mammary Tissue",1273251,985230
"7406","RNA-Seq","GRCh37","SAMN02789697","SRX607819",150,"PAIRED",7496,"SRR1420960","SRS639543","GTEX-12BJ1-0006-SM-5SIB5","Whole Blood",1268448,984991
"7407","RNA-Seq","GRCh37","SAMN02790454","SRX607831",150,"PAIRED",7857,"SRR1420984","SRS639544","GTEX-ZAB4-0011-R3a-SM-4RGNQ","Brain - Anterior cingulate cortex (BA24)",1272687,985202
"7408","RNA-Seq","GRCh37","SAMN02788536","SRX607846",150,"PAIRED",6196,"SRR1421010","SRS639545","GTEX-ZDTS-1026-SM-4WAXS","Lung",1272804,985208
"7409","RNA-Seq","GRCh37","SAMN02792066","SRX607856",150,"PAIRED",8399,"SRR1421031","SRS639546","GTEX-139UW-1126-SM-5IJEJ","Esophagus - Mucosa",1269427,985043
"7410","RNA-Seq","GRCh37","SAMN02790817","SRX607860",150,"PAIRED",8105,"SRR1421048","SRS639547","GTEX-11XUK-0626-SM-5N9ES","Pancreas",1268220,984979
"7411","RNA-Seq","GRCh37","SAMN02792072","SRX607863",350,"PAIRED",8220,"SRR1421069","SRS639548","GTEX-Y8LW-0008-SM-4V6G5","Cells - Transformed fibroblasts",1272341,985184
"7412","RNA-Seq","GRCh37","SAMN02787247","SRX607874",150,"PAIRED",6048,"SRR1421093","SRS639549","GTEX-12WSA-0011-R4a-SM-57WB7","Brain - Amygdala",1268528,984995
"7413","RNA-Seq","GRCh37","SAMN02789910","SRX607883",150,"PAIRED",8497,"SRR1421116","SRS639550","GTEX-11EQ9-0008-SM-5Q5DK","Cells - Transformed fibroblasts",1267678,984952
"7414","RNA-Seq","GRCh37","SAMN02788410","SRX607892",150,"PAIRED",6654,"SRR1421140","SRS639551","GTEX-13OVL-0011-R11b-SM-5L3G7","Brain - Cerebellar Hemisphere",1270208,985086
"7415","RNA-Seq","GRCh37","SAMN02790953","SRX607902",150,"PAIRED",5702,"SRR1421159","SRS639552","GTEX-QLQ7-1326-SM-4R1JY","Prostate",1271606,590972
"7416","RNA-Seq","GRCh37","SAMN02789392","SRX607910",150,"PAIRED",4827,"SRR1421177","SRS639553","GTEX-132Q8-0011-R10b-SM-5DUWZ","Brain - Frontal Cortex (BA9)",1269142,985026
"7417","RNA-Seq","GRCh37","SAMN02788897","SRX607924",150,"PAIRED",5754,"SRR1421198","SRS639554","GTEX-YJ89-0011-R8b-SM-4SOK8","Brain - Hypothalamus",1272590,985195
"7418","RNA-Seq","GRCh37","SAMN02791801","SRX607930",150,"PAIRED",6546,"SRR1421223","SRS639555","GTEX-13W46-0926-SM-5LU3T","Thyroid",1270697,985112
"7419","RNA-Seq","GRCh37","SAMN02788498","SRX607932",150,"PAIRED",5636,"SRR1421241","SRS639556","GTEX-ZYW4-1626-SM-5GIE6","Esophagus - Gastroesophageal Junction",1273740,985260
"7420","RNA-Seq","GRCh37","SAMN02787778","SRX607955",150,"PAIRED",6057,"SRR1421262","SRS639557","GTEX-11ZTT-0426-SM-5EQLK","Artery - Coronary",1268260,984981
"7421","RNA-Seq","GRCh37","SAMN02787379","SRX607963",150,"PAIRED",5778,"SRR1421284","SRS639559","GTEX-131YS-0426-SM-5EQ4J","Artery - Tibial",1269081,985023
"7422","RNA-Seq","GRCh37","SAMN02792597","SRX607970",150,"PAIRED",4809,"SRR1421305","SRS639560","GTEX-12WSB-0011-R7b-SM-5GU6V","Brain - Putamen (basal ganglia)",1268546,984996
"7423","RNA-Seq","GRCh37","SAMN02791342","SRX607989",150,"PAIRED",7553,"SRR1421327","SRS639561","GTEX-13X6I-1526-SM-5SIAC","Adipose - Visceral (Omentum)",1270729,985114
"7424","RNA-Seq","GRCh37","SAMN02790891","SRX607990",150,"PAIRED",5509,"SRR1421351","SRS639562","GTEX-145LS-0011-R3a-SM-5S2VJ","Brain - Anterior cingulate cortex (BA24)",1270860,985124
"7425","RNA-Seq","GRCh37","SAMN02787791","SRX608007",150,"PAIRED",6447,"SRR1421375","SRS639563","GTEX-148VJ-0011-R9b-SM-5SI77","Brain - Spinal cord (cervical c-1)",1271175,985145
"7426","RNA-Seq","GRCh37","SAMN02792028","SRX608019",150,"PAIRED",6239,"SRR1421399","SRS639564","GTEX-13O21-1026-SM-5IJDU","Small Intestine - Terminal Ileum",1270007,985076
"7427","RNA-Seq","GRCh37","SAMN02791795","SRX608028",150,"PAIRED",7374,"SRR1421420","SRS639565","GTEX-Y8E4-0226-SM-4VBQ3","Artery - Coronary",1272314,985183
"7428","RNA-Seq","GRCh37","SAMN02788802","SRX608031",150,"PAIRED",6877,"SRR1421444","SRS639566","GTEX-13VXT-1026-SM-5LU37","Artery - Coronary",1270634,985109
"7429","RNA-Seq","GRCh37","SAMN02787948","SRX608035",150,"PAIRED",6246,"SRR1421462","SRS639567","GTEX-Y8LW-0326-SM-4VBQ9","Lung",1272343,985184
"7430","RNA-Seq","GRCh37","SAMN02789715","SRX612989",150,"PAIRED",7739,"SRR1429144","SRS643817","GTEX-Y9LG-1626-SM-5IFHM","Small Intestine - Terminal Ileum",1272376,985185
"7431","RNA-Seq","GRCh37","SAMN02788146","SRX612993",150,"PAIRED",5655,"SRR1429162","SRS643818","GTEX-13IVO-0011-R8a-SM-5L3DY","Brain - Hypothalamus",1269748,985062
"7432","RNA-Seq","GRCh37","SAMN02789649","SRX612996",150,"PAIRED",7319,"SRR1429181","SRS643819","GTEX-1192X-2326-SM-5987X","Breast - Mammary Tissue",1267480,984941
"7433","RNA-Seq","GRCh37","SAMN02793204","SRX613013",150,"PAIRED",4308,"SRR1429203","SRS643820","GTEX-14E7W-1326-SM-5RQIV","Lung",1271422,985168
"7434","RNA-Seq","GRCh37","SAMN02792704","SRX613025",150,"PAIRED",5193,"SRR1429223","SRS643821","GTEX-ZYFC-0426-SM-5GICQ","Skin - Not Sun Exposed (Suprapubic)",1273636,985255
"7435","RNA-Seq","GRCh37","SAMN02791049","SRX613029",150,"PAIRED",8095,"SRR1429244","SRS643822","GTEX-131XW-0011-R9a-SM-5N9EO","Brain - Spinal cord (cervical c-1)",1269058,985022
"7436","RNA-Seq","GRCh37","SAMN02790499","SRX613037",150,"PAIRED",6299,"SRR1429265","SRS643823","GTEX-11UD1-0326-SM-5EQKX","Muscle - Skeletal",1268132,984974
"7437","RNA-Seq","GRCh37","SAMN02790537","SRX613051",150,"PAIRED",4290,"SRR1429287","SRS643824","GTEX-13S86-0126-SM-5S2PI","Spleen",1270551,985105
"7438","RNA-Seq","GRCh37","SAMN02793287","SRX613059",150,"PAIRED",7255,"SRR1429307","SRS643825","GTEX-ZDXO-0011-R11a-SM-4WWD9","Brain - Cerebellar Hemisphere",1272836,985210
"7439","RNA-Seq","GRCh37","SAMN02787566","SRX613065",150,"PAIRED",6037,"SRR1429329","SRS643826","GTEX-13FTY-0011-R9b-SM-5KM2U","Brain - Spinal cord (cervical c-1)",1269680,985058
"7440","RNA-Seq","GRCh37","SAMN02792851","SRX613077",150,"PAIRED",5073,"SRR1429348","SRS643827","GTEX-YJ8O-0326-SM-5RQJW","Esophagus - Gastroesophageal Junction",1272611,985197
"7441","RNA-Seq","GRCh37","SAMN02787408","SRX613078",150,"PAIRED",4765,"SRR1429368","SRS643828","GTEX-13OW6-1426-SM-5L3EU","Esophagus - Muscularis",1270276,985088
"7442","RNA-Seq","GRCh37","SAMN02791457","SRX613092",150,"PAIRED",4960,"SRR1429387","SRS643829","GTEX-13X6H-0126-SM-5QGOS","Artery - Aorta",1270701,985113
"7443","RNA-Seq","GRCh37","SAMN02788875","SRX613095",150,"PAIRED",7086,"SRR1429408","SRS643830","GTEX-11P81-0726-SM-5PNYH","Adipose - Visceral (Omentum)",1268007,984968
"7444","RNA-Seq","GRCh37","SAMN02793533","SRX613107",150,"PAIRED",6777,"SRR1429429","SRS643831","GTEX-13VXT-1726-SM-5IFF5","Minor Salivary Gland",1270641,985109
"7445","RNA-Seq","GRCh37","SAMN02789355","SRX613110",150,"PAIRED",7991,"SRR1429450","SRS643832","GTEX-13IVO-3026-SM-5J2M2","Pituitary",1269757,985062
"7446","RNA-Seq","GRCh37","SAMN02788059","SRX613119",150,"PAIRED",7651,"SRR1429468","SRS643833","GTEX-Y8DK-0005-SM-4RGNR","Whole Blood",1272295,985182
"7447","RNA-Seq","GRCh37","SAMN02788729","SRX613133",150,"PAIRED",5927,"SRR1429494","SRS643834","GTEX-117YW-2626-SM-5GZZH","Skin - Sun Exposed (Lower leg)",1267434,984938
"7448","RNA-Seq","GRCh37","SAMN02793152","SRX613145",150,"PAIRED",7320,"SRR1429516","SRS643835","GTEX-117YX-0626-SM-5EGJI","Heart - Atrial Appendage",1267442,984939
"7449","RNA-Seq","GRCh37","SAMN02787376","SRX613152",150,"PAIRED",8779,"SRR1429540","SRS643836","GTEX-11P81-2026-SM-5P9GT","Minor Salivary Gland",1268017,984968
"7450","RNA-Seq","GRCh37","SAMN02787720","SRX613157",150,"PAIRED",8308,"SRR1429579","SRS643838","GTEX-Y111-2426-SM-4TT23","Testis",1272140,985175
"7451","RNA-Seq","GRCh37","SAMN02789884","SRX613159",150,"PAIRED",7507,"SRR1429603","SRS643839","GTEX-13PDP-1226-SM-5K7TW","Adipose - Visceral (Omentum)",1270350,985091
"7452","RNA-Seq","GRCh37","SAMN02790156","SRX613165",150,"PAIRED",4035,"SRR1429621","SRS643840","GTEX-14E7W-1926-SM-5S2R9","Esophagus - Gastroesophageal Junction",1271423,985168
"7453","RNA-Seq","GRCh37","SAMN02791182","SRX613172",150,"PAIRED",6966,"SRR1429641","SRS643841","GTEX-13OW8-0011-R7a-SM-5L3FP","Brain - Putamen (basal ganglia)",1270319,985090
"7454","RNA-Seq","GRCh37","SAMN02790791","SRX613178",150,"PAIRED",8547,"SRR1429660","SRS643842","GTEX-1399U-0826-SM-5KM1P","Lung",1269289,985034
"7455","RNA-Seq","GRCh37","SAMN02791993","SRX613190",150,"PAIRED",6093,"SRR1429678","SRS643843","GTEX-Y8E4-0726-SM-4WWFN","Adipose - Subcutaneous",1272319,985183
"7456","RNA-Seq","GRCh37","SAMN02791129","SRX613200",150,"PAIRED",6428,"SRR1429701","SRS643844","GTEX-13W46-0226-SM-5SIAG","Skin - Sun Exposed (Lower leg)",1270692,985112
"7457","RNA-Seq","GRCh37","SAMN02791243","SRX613209",150,"PAIRED",5690,"SRR1429725","SRS643845","GTEX-ZVT3-0011-R8b-SM-57WDJ","Brain - Hypothalamus",1273492,985245
"7458","RNA-Seq","GRCh37","SAMN02791468","SRX613217",150,"PAIRED",5264,"SRR1429748","SRS643846","GTEX-ZDYS-0826-SM-4WWCR","Esophagus - Mucosa",1272869,985211
"7459","RNA-Seq","GRCh37","SAMN02789104","SRX613231",150,"PAIRED",6515,"SRR1429770","SRS643847","GTEX-WOFM-0426-SM-4OOSG","Esophagus - Gastroesophageal Junction",1271875,720993
"7460","RNA-Seq","GRCh37","SAMN02787777","SRX613243",150,"PAIRED",7502,"SRR1429802","SRS643848","GTEX-12WSK-0526-SM-5CVNA","Heart - Atrial Appendage",1268699,985005
"7461","RNA-Seq","GRCh37","SAMN02792081","SRX613254",150,"PAIRED",7198,"SRR1429825","SRS643849","GTEX-131XE-2626-SM-5PNYY","Artery - Tibial",1268983,985018
"7462","RNA-Seq","GRCh37","SAMN02788314","SRX613256",150,"PAIRED",7137,"SRR1429846","SRS643850","GTEX-YEC4-2426-SM-57WFO","Adipose - Subcutaneous",1272490,985190
"7463","RNA-Seq","GRCh37","SAMN02792728","SRX613270",150,"PAIRED",6170,"SRR1429869","SRS643851","GTEX-11ZVC-2926-SM-5986H","Artery - Tibial",1268325,984984
"7464","RNA-Seq","GRCh37","SAMN02793616","SRX613282",150,"PAIRED",8901,"SRR1429891","SRS643852","GTEX-145MH-0011-R11a-SM-5P9HQ","Brain - Cerebellar Hemisphere",1270961,985131
"7465","RNA-Seq","GRCh37","SAMN02789572","SRX613284",150,"PAIRED",8377,"SRR1429912","SRS643853","GTEX-ZPIC-0926-SM-4WWFK","Pancreas",1273153,985226
"7466","RNA-Seq","GRCh37","SAMN02790985","SRX613298",150,"PAIRED",10386,"SRR1429935","SRS643854","GTEX-13QIC-0011-R11b-SM-5O9BU","Brain - Cerebellar Hemisphere",1270461,985098
"7467","RNA-Seq","GRCh37","SAMN02788414","SRX613302",150,"PAIRED",10172,"SRR1429957","SRS643855","GTEX-13PLJ-0011-R5a-SM-5O9BG","Brain - Caudate (basal ganglia)",1270386,985094
"7468","RNA-Seq","GRCh37","SAMN02793722","SRX613308",150,"PAIRED",6296,"SRR1429979","SRS643856","GTEX-11I78-1926-SM-59878","Ovary",1267797,984957
"7469","RNA-Seq","GRCh37","SAMN02790502","SRX613320",150,"PAIRED",6071,"SRR1430001","SRS643857","K-562-SM-4RTUY","Cells - Leukemia cell line (CML)",1273837,590982
"7470","RNA-Seq","GRCh37","SAMN02792950","SRX613325",150,"PAIRED",6691,"SRR1430023","SRS643858","GTEX-12WSG-1426-SM-5FQUK","Ovary",1268645,985001
"7471","RNA-Seq","GRCh37","SAMN02792272","SRX613339",150,"PAIRED",5911,"SRR1430045","SRS643859","GTEX-145LV-1426-SM-5Q5BV","Esophagus - Muscularis",1270915,985127
"7472","RNA-Seq","GRCh37","SAMN02793505","SRX613349",150,"PAIRED",7085,"SRR1430066","SRS643860","GTEX-ZVT2-2226-SM-5NQ6P","Adipose - Subcutaneous",1273480,985244
"7473","RNA-Seq","GRCh37","SAMN02790254","SRX613358",150,"PAIRED",6827,"SRR1430088","SRS643861","GTEX-ZPCL-1626-SM-57WGC","Colon - Sigmoid",1273141,985225
"7474","RNA-Seq","GRCh37","SAMN02791272","SRX613370",150,"PAIRED",4651,"SRR1430111","SRS643862","GTEX-11XUK-2426-SM-5GU72","Artery - Tibial",1268232,984979
"7475","RNA-Seq","GRCh37","SAMN02792396","SRX613385",150,"PAIRED",8642,"SRR1430133","SRS643863","GTEX-ZUA1-0726-SM-4YCD9","Heart - Atrial Appendage",1273362,985237
"7476","RNA-Seq","GRCh37","SAMN02791626","SRX613404",150,"PAIRED",6931,"SRR1430157","SRS643864","GTEX-13FXS-0006-SM-5O99X","Whole Blood",1269699,985060
"7477","RNA-Seq","GRCh37","SAMN02790676","SRX613406",150,"PAIRED",6114,"SRR1430181","SRS643865","GTEX-ZWKS-0626-SM-5GIDV","Skin - Not Sun Exposed (Suprapubic)",1273580,985251
"7478","RNA-Seq","GRCh37","SAMN02791675","SRX613416",150,"PAIRED",6289,"SRR1430202","SRS643866","GTEX-145MN-1426-SM-5SI9H","Pancreas",1271005,985133
"7479","RNA-Seq","GRCh37","SAMN02790938","SRX613431",150,"PAIRED",4715,"SRR1430226","SRS643867","GTEX-131XF-1126-SM-5HL8J","Esophagus - Gastroesophageal Junction",1268995,985019
"7480","RNA-Seq","GRCh37","SAMN02789182","SRX613439",150,"PAIRED",4396,"SRR1430248","SRS643868","GTEX-12WSD-0011-R9a-SM-5GU6W","Brain - Spinal cord (cervical c-1)",1268588,984998
"7481","RNA-Seq","GRCh37","SAMN02787964","SRX613451",150,"PAIRED",6036,"SRR1430270","SRS643869","GTEX-YECK-1426-SM-5IFHE","Adipose - Visceral (Omentum)",1272503,985191
"7482","RNA-Seq","GRCh37","SAMN02788145","SRX613454",150,"PAIRED",5177,"SRR1430288","SRS643870","GTEX-131XH-0011-R4b-SM-5DUWB","Brain - Amygdala",1269038,985021
"7483","RNA-Seq","GRCh37","SAMN02790932","SRX613486",150,"PAIRED",7173,"SRR1430333","SRS643872","GTEX-144FL-0226-SM-5Q5D4","Adipose - Subcutaneous",1270795,985119
"7484","RNA-Seq","GRCh37","SAMN02793058","SRX613490",150,"PAIRED",4758,"SRR1430357","SRS643873","GTEX-13FH7-0826-SM-5J2NW","Heart - Atrial Appendage",1269540,985051
"7485","RNA-Seq","GRCh37","SAMN02789992","SRX613500",150,"PAIRED",6708,"SRR1430375","SRS643874","GTEX-ZT9X-1826-SM-57WDU","Muscle - Skeletal",1273266,985231
"7486","RNA-Seq","GRCh37","SAMN02792301","SRX613508",150,"PAIRED",5873,"SRR1430398","SRS643875","GTEX-ZVE2-0226-SM-59HJB","Skin - Sun Exposed (Lower leg)",1273427,985242
"7487","RNA-Seq","GRCh37","SAMN02787222","SRX613516",150,"PAIRED",7163,"SRR1430420","SRS643876","GTEX-14A5I-1226-SM-5NQBW","Heart - Left Ventricle",1271216,985148
"7488","RNA-Seq","GRCh37","SAMN02792360","SRX613541",150,"PAIRED",8130,"SRR1430444","SRS643878","GTEX-11I78-0008-SM-5Q5DI","Cells - Transformed fibroblasts",1267781,984957
"7489","RNA-Seq","GRCh37","SAMN02789855","SRX613532",150,"PAIRED",6889,"SRR1430468","SRS643877","GTEX-144GM-0426-SM-5Q5C8","Testis",1270824,985121
"7490","RNA-Seq","GRCh37","SAMN02789960","SRX613551",150,"PAIRED",5847,"SRR1430489","SRS643879","GTEX-13PVQ-0326-SM-5K7YF","Muscle - Skeletal",1270400,985095
"7491","RNA-Seq","GRCh37","SAMN02790037","SRX613555",150,"PAIRED",7932,"SRR1430507","SRS643880","GTEX-13VXT-1526-SM-5LU3J","Ovary",1270639,985109
"7492","RNA-Seq","GRCh37","SAMN02792499","SRX613558",150,"PAIRED",5631,"SRR1430525","SRS643881","GTEX-WWTW-0626-SM-4MVNS","Muscle - Skeletal",1271918,985173
"7493","RNA-Seq","GRCh37","SAMN02791532","SRX613568",150,"PAIRED",8121,"SRR1430549","SRS643882","GTEX-131XW-0526-SM-5PNXZ","Adipose - Subcutaneous",1269062,985022
"7494","RNA-Seq","GRCh37","SAMN02790754","SRX613575",150,"PAIRED",4742,"SRR1430570","SRS643883","GTEX-13G51-0011-R2b-SM-5LZXS","Brain - Substantia nigra",1269720,985061
"7495","RNA-Seq","GRCh37","SAMN02793013","SRX613576",150,"PAIRED",5008,"SRR1430591","SRS643884","GTEX-XBEC-1826-SM-4QASN","Adipose - Visceral (Omentum)",1272093,847754
"7496","RNA-Seq","GRCh37","SAMN02790294","SRX613593",150,"PAIRED",5996,"SRR1430615","SRS643885","GTEX-147F4-2826-SM-5NQBN","Breast - Mammary Tissue",1271143,985141
"7497","RNA-Seq","GRCh37","SAMN02789609","SRX613602",150,"PAIRED",5608,"SRR1430639","SRS643886","GTEX-13FTW-1026-SM-5L3E3","Heart - Left Ventricle",1269647,985056
"7498","RNA-Seq","GRCh37","SAMN02790213","SRX613609",150,"PAIRED",6339,"SRR1430658","SRS643887","GTEX-11VI4-0526-SM-5EQ48","Esophagus - Mucosa",1268156,984976
"7499","RNA-Seq","GRCh37","SAMN02790655","SRX613624",150,"PAIRED",6013,"SRR1430679","SRS643888","GTEX-12WSE-0926-SM-5S2VX","Heart - Atrial Appendage",1268622,984999
"7500","RNA-Seq","GRCh37","SAMN02790427","SRX613637",150,"PAIRED",5413,"SRR1430703","SRS643889","GTEX-XGQ4-1726-SM-4RH4G","Colon - Sigmoid",1272106,847756
"7501","RNA-Seq","GRCh37","SAMN02788676","SRX613651",150,"PAIRED",10228,"SRR1430729","SRS643890","GTEX-XBEW-1026-SM-4QARV","Muscle - Skeletal",1272100,847755
"7502","RNA-Seq","GRCh37","SAMN02789655","SRX613659",150,"PAIRED",6112,"SRR1430753","SRS643891","GTEX-ZC5H-1526-SM-5HL9Y","Skin - Not Sun Exposed (Suprapubic)",1272785,985207
"7503","RNA-Seq","GRCh37","SAMN02790145","SRX613664",150,"PAIRED",6333,"SRR1430775","SRS643892","GTEX-13OVJ-2426-SM-5KM3I","Ovary",1270201,985084
"7504","RNA-Seq","GRCh37","SAMN02787537","SRX613674",150,"PAIRED",5143,"SRR1430794","SRS643893","GTEX-13111-1126-SM-5GCMZ","Esophagus - Gastroesophageal Junction",1268873,985013
"7505","RNA-Seq","GRCh37","SAMN02787758","SRX613683",150,"PAIRED",6014,"SRR1430817","SRS643894","GTEX-11WQK-0011-R11a-SM-5BC6W","Brain - Cerebellar Hemisphere",1268191,984978
"7506","RNA-Seq","GRCh37","SAMN02790967","SRX613691",150,"PAIRED",5939,"SRR1430839","SRS643895","GTEX-ZYFG-1926-SM-5GID5","Colon - Transverse",1273683,985257
"7507","RNA-Seq","GRCh37","SAMN02791145","SRX613706",150,"PAIRED",7331,"SRR1430860","SRS643896","GTEX-ZF29-1526-SM-4WKF7","Stomach",1272982,985216
"7508","RNA-Seq","GRCh37","SAMN02790209","SRX613723",150,"PAIRED",5474,"SRR1430884","SRS643897","GTEX-ZAB4-0011-R2a-SM-4RGNP","Brain - Substantia nigra",1272686,985202
"7509","RNA-Seq","GRCh37","SAMN02787748","SRX613727",150,"PAIRED",6963,"SRR1430910","SRS643898","GTEX-13OVJ-0926-SM-5K7U1","Adipose - Visceral (Omentum)",1270193,985084
"7510","RNA-Seq","GRCh37","SAMN02791689","SRX613739",150,"PAIRED",5916,"SRR1430928","SRS643899","GTEX-ZZ64-0926-SM-5E44L","Prostate",1273791,985263
"7511","RNA-Seq","GRCh37","SAMN02788010","SRX613745",150,"PAIRED",6138,"SRR1430951","SRS643900","GTEX-13JVG-1326-SM-5N9F8","Heart - Left Ventricle",1269794,985064
"7512","RNA-Seq","GRCh37","SAMN02788212","SRX613746",150,"PAIRED",5026,"SRR1430972","SRS643901","GTEX-13OW7-0011-R1b-SM-5L3HF","Brain - Hippocampus",1270292,985089
"7513","RNA-Seq","GRCh37","SAMN02792837","SRX613752",150,"PAIRED",5258,"SRR1430991","SRS643902","GTEX-ZYY3-3226-SM-5SI9X","Pituitary",1273782,985262
"7514","RNA-Seq","GRCh37","SAMN02788221","SRX613764",150,"PAIRED",5238,"SRR1431015","SRS643903","GTEX-11XUK-0926-SM-5EQL3","Esophagus - Gastroesophageal Junction",1268223,984979
"7515","RNA-Seq","GRCh37","SAMN02787640","SRX613774",150,"PAIRED",6818,"SRR1431037","SRS643904","GTEX-11ZTT-2526-SM-5EQM9","Adipose - Subcutaneous",1268272,984981
"7516","RNA-Seq","GRCh37","SAMN02788032","SRX613795",150,"PAIRED",6135,"SRR1431059","SRS643905","GTEX-13111-1626-SM-5EGJY","Skin - Sun Exposed (Lower leg)",1268878,985013
"7517","RNA-Seq","GRCh37","SAMN02787915","SRX613807",150,"PAIRED",5158,"SRR1431083","SRS643906","GTEX-ZYFC-0526-SM-5GIDF","Muscle - Skeletal",1273637,985255
"7518","RNA-Seq","GRCh37","SAMN02793085","SRX613812",150,"PAIRED",6114,"SRR1431104","SRS643907","GTEX-1399U-1326-SM-5IJET","Uterus",1269294,985034
"7519","RNA-Seq","GRCh37","SAMN02789993","SRX613814",150,"PAIRED",6208,"SRR1431121","SRS643908","GTEX-13X6H-0626-SM-5LU53","Pancreas",1270704,985113
"7520","RNA-Seq","GRCh37","SAMN02788736","SRX613816",150,"PAIRED",6169,"SRR1431139","SRS643909","GTEX-QMRM-1426-SM-4R1K8","Prostate",1271623,590974
"7521","RNA-Seq","GRCh37","SAMN02792046","SRX613830",150,"PAIRED",7480,"SRR1431157","SRS643910","GTEX-YJ89-0008-SM-4RGM4","Cells - Transformed fibroblasts",1272581,985195
"7522","RNA-Seq","GRCh37","SAMN02788286","SRX613840",150,"PAIRED",5520,"SRR1431183","SRS643911","GTEX-11ZUS-0011-R8a-SM-5BC73","Brain - Hypothalamus",1268289,984983
"7523","RNA-Seq","GRCh37","SAMN02792824","SRX613859",150,"PAIRED",5536,"SRR1431205","SRS643912","GTEX-X261-0005-SM-4PQYX","Whole Blood",1272024,721006
"7524","RNA-Seq","GRCh37","SAMN02791779","SRX613866",150,"PAIRED",6105,"SRR1431229","SRS643913","GTEX-13CF2-0011-R2a-SM-5L3DC","Brain - Substantia nigra",1269455,985045
"7525","RNA-Seq","GRCh37","SAMN02787893","SRX613875",150,"PAIRED",6243,"SRR1431248","SRS643914","GTEX-1269C-0626-SM-5FQSS","Liver",1268435,984990
"7526","RNA-Seq","GRCh37","SAMN02788759","SRX613880",150,"PAIRED",6479,"SRR1431270","SRS643915","GTEX-13JUV-2026-SM-5K7UA","Skin - Not Sun Exposed (Suprapubic)",1269769,985063
"7527","RNA-Seq","GRCh37","SAMN02791784","SRX613884",150,"PAIRED",5179,"SRR1431288","SRS643916","GTEX-13O3Q-2726-SM-5KM51","Muscle - Skeletal",1270087,985079
"7528","RNA-Seq","GRCh37","SAMN02788406","SRX613887",150,"PAIRED",5844,"SRR1431307","SRS643917","GTEX-13OVL-0011-R3b-SM-5L3I8","Brain - Anterior cingulate cortex (BA24)",1270210,985086
"7529","RNA-Seq","GRCh37","SAMN02790421","SRX613890",150,"PAIRED",6196,"SRR1431326","SRS643918","GTEX-13FLV-1426-SM-5J1N4","Artery - Aorta",1269621,985054
"7530","RNA-Seq","GRCh37","SAMN02791380","SRX613895",150,"PAIRED",8172,"SRR1431345","SRS643919","GTEX-13X6I-0011-R8a-SM-5PNZF","Brain - Hypothalamus",1270722,985114
"7531","RNA-Seq","GRCh37","SAMN02789920","SRX613897",150,"PAIRED",5591,"SRR1431366","SRS643920","GTEX-13OW8-0011-R11a-SM-5L3GT","Brain - Cerebellar Hemisphere",1270313,985090
"7532","RNA-Seq","GRCh37","SAMN02791654","SRX613901",150,"PAIRED",5700,"SRR1431385","SRS643921","GTEX-ZVT3-0926-SM-5GICK","Lung",1273500,985245
"7533","RNA-Seq","GRCh37","SAMN02789959","SRX613913",150,"PAIRED",6871,"SRR1431406","SRS643922","GTEX-11VI4-1726-SM-5CVLH","Skin - Sun Exposed (Lower leg)",1268166,984976
"7534","RNA-Seq","GRCh37","SAMN02793244","SRX613928",150,"PAIRED",6191,"SRR1431429","SRS643923","GTEX-ZV7C-0008-SM-57WCL","Cells - Transformed fibroblasts",1273406,985240
"7535","RNA-Seq","GRCh37","SAMN02793487","SRX613947",150,"PAIRED",5540,"SRR1431452","SRS643924","GTEX-11GSO-2426-SM-5A5LY","Skin - Sun Exposed (Lower leg)",1267732,984954
"7536","RNA-Seq","GRCh37","SAMN02788100","SRX613948",150,"PAIRED",7160,"SRR1431475","SRS643925","GTEX-13X6K-0626-SM-5LU5D","Skin - Not Sun Exposed (Suprapubic)",1270762,985116
"7537","RNA-Seq","GRCh37","SAMN02788192","SRX613956",150,"PAIRED",5780,"SRR1431493","SRS643926","GTEX-13YAN-2126-SM-5Q5C4","Pancreas",1270781,985117
"7538","RNA-Seq","GRCh37","SAMN02790772","SRX613964",150,"PAIRED",5283,"SRR1431514","SRS643927","GTEX-146FH-2526-SM-5Q5BP","Ovary",1271051,985135
"7539","RNA-Seq","GRCh37","SAMN02788015","SRX613979",150,"PAIRED",4291,"SRR1431535","SRS643928","GTEX-QV31-1126-SM-4R1K4","Testis",1271633,590975
"7540","RNA-Seq","GRCh37","SAMN02790543","SRX613982",150,"PAIRED",5516,"SRR1431552","SRS643929","GTEX-144FL-2326-SM-5LUAC","Thyroid",1270800,985119
"7541","RNA-Seq","GRCh37","SAMN02793154","SRX613993",150,"PAIRED",6026,"SRR1431569","SRS643930","GTEX-1269C-2626-SM-5EQ5C","Muscle - Skeletal",1268442,984990
